Frec,Volt
500,0.521959244492843
511.765510949513,0.53733225147352
523.807876394832,0.50438988535013
536.133611005162,0.440747748517884
548.749382746528,0.406529317371409
561.662016489013,0.373829744285777
574.878497698868,0.391881999069109
588.405976217499,0.333603952814978
602.251770129391,0.375010668318179
616.423369721033,0.399762015051976
630.92844153301,0.320721065624972
645.774832507441,0.253741750020578
660.970574233014,0.341598129164455
676.523887289903,0.358955979716391
692.443185696936,0.286626425684151
708.737081463402,0.27751054055409
725.414389247969,0.236004983283374
742.484131127232,0.203683617459084
759.955541476466,0.231120453216205
777.838071965235,0.290431273574468
796.141396670545,0.099197370185789
814.875417310321,0.117438658335956
834.050268600028,0.0551484295696741
853.676323735344,0.0737869724642499
873.764200003841,-0.0264589304612673
894.324764528716,0.0276290963594824
915.369140147683,-0.0545583894579798
936.90871143019,-0.0399580249612309
958.955130836242,-0.107172185236345
981.520325020134,-0.132502659917608
1004.61650128252,-0.170154432385418
1028.25615417432,-0.235066133463684
1052.45207225601,-0.275810896583048
1077.21734501594,-0.277811849275825
1102.56536995152,-0.306647880445356
1128.50985981696,-0.345899971005252
1155.06485004158,-0.382122045423255
1182.2447063227,-0.433235809631354
1210.06413239719,-0.517995616703807
1238.53817799585,-0.550994183554595
1267.68224698505,-0.615099399152238
1297.51210569986,-0.714784864144268
1328.04389147334,-0.762912879721872
1359.29412136647,-0.83937585629146
1391.27970110356,-0.937860873465901
1424.0179342179,-0.998030031549733
1457.52653141258,-1.067805852175
1491.82362014167,-1.06691594622783
1526.9277544167,-1.10328765037648
1562.85792484411,-1.2052708858609
1599.63356889869,-1.32550369264199
1637.27458143886,-1.42572849296081
1675.80132546942,-1.44585952976307
1715.23464315745,-1.49917350375271
1755.59586710756,-1.66960540394912
1796.90683190231,-1.75482503316781
1839.18988591431,-1.84783205181477
1882.46790339623,-1.98280106201417
1926.76429685526,-2.03988465921871
1972.10302971882,-2.34904235151016
2018.50862929827,-2.544972660786
2066.00620005766,-2.86338691443038
2114.62143719474,-3.17324135136528
2164.38064054152,-3.51184535891938
2215.31072879193,-4.12920576667085
2267.43925406428,-4.78058047276967
2320.79441680638,-5.60119386505439
2375.40508105139,-6.5267647361435
2431.30079003267,-7.53099697697597
2488.51178216604,-8.74746378510774
2547.06900740818,-10.0279448098863
2607.00414399983,-11.1458725408495
2668.34961560314,-12.7309415585916
2731.13860884216,-13.9541326407311
2795.4050912561,-15.1089910419964
2861.18382967509,-16.2723142564984
2928.51040902832,-17.0771061056621
2997.42125159469,-18.6980615143103
3067.95363670657,-18.7835561560625
3140.14572091711,-19.1147272956386
3214.03655864214,-19.9100005918879
3289.66612328782,-20.1896374702096
3367.07532887539,-21.2909271481114
3446.30605217483,-21.704028135871
3527.4011553593,-21.3168031286918
3610.40450919271,-20.6735935784296
3695.36101676287,-21.2026213436685
3782.31663777312,-20.9626096271416
3871.31841340561,-21.0162053149185
3962.41449176956,-21.1870996171438
4055.65415394841,-21.3646573634859
4151.08784065985,-22.5484020068753
4248.7671795432,-20.7802931894471
4348.74501308889,-21.875199087047
4451.07542722517,-21.1611074851812
4555.81378057742,-21.6250869761909
4663.01673441607,-21.7306833086149
4772.74228330914,-21.236019322391
4885.04978649609,-21.1938307023433
4999.99999999997,-21.4832252246853
